Location,Hospital_Name,State,District,Pincode,Latitude,Longitude,Specialisation,n_beds
"J.P House, Sakinaka,Andheri Kurla Road,Andheri East.",J.P Hospital,Maharashtra,Mumbai,400072,19.1245594,72.852967,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Ophthalmologist, Urologist, ENT, Dental",25
"Lake Bloom - 16, 17, 18, Opposite Solaris Estate, L.T. Gate No.6, Tunga Gaon, Sakivihar Road, Powai",S B Nursing Home and Icu,Maharashtra,Mumbai,400072,19.1196773,72.9050809,"General Physician, Gynaecologist & Obstetrician, Cardiologist",25
"Saki Vihar Road, OppositeL.T.Gate No- 6, Powai, Mumbai",Turfiya Hospital and Icu,Maharashtra,Mumbai,400072,19.1281781,72.8876327,Chemist,0
"2/B, Om Shiv Dham, Opposite Laxmi Colony, R.C.Marg, Chembur,",Dr. Shalini Jaisinghani Dental Surgeon - Chembur,Maharashtra,Mumbai,400074,19.0327996,72.8963568,"Gynaecology & Obstetrics, Ophthalmology, Gastroenterology, Nephrology, Endocrinology & Diabetes, ENT, Dermatology, Dentist",48
"Mahatenay Park, Aziz Baug,Opp Site Estate, Mahul Road Chembur",Dr.Bhute Nursing Home,Maharashtra,Mumbai,400074,19.0208354,72.904425,Maternity,20
"Inlaks Hospital Road, Chembur Colony, Chembur,",Inlaks General Hospital,Maharashtra,Mumbai,400074,19.0464362,72.8946608,"General Physician,Pediatrician",0
"16, Maitri Vijay, Opposite Basant Cinema, Chembur,",Nayak Medicare - Chembur,Maharashtra,Mumbai,400074,19.0327996,72.8963568,Multi-Speciality,6
"Sita Estate, Near Ashish Cinema, Aziz Baug, Mahul Road, Chembur,",Sai Baba Hospital,Maharashtra,Mumbai,400074,19.0208354,72.904425,"Fracture,Orthopaedic",3
"16/1 Prem Nivas, Laxmi Colony, Mahul Road, Near Ashish Theatre, Chembur",Shiv Polyclinic and Nursing Home,Maharashtra,Mumbai,400074,19.0327996,72.8963568,"General Physician,Pediatrician",10
"Hillside Avenue, Hiranandani Gardens, Powai,",Dr. L.H. Hiranandani Hospital,Maharashtra,Mumbai,400076,19.1374852,72.917394,Eye Specialist,0
"158-C,Sarasha Co-Op.Hsg.Soc., Padmavati Society Marg.Opposite,I.I.T.Market, Powai",Padmalaya Maternity and Surgical Home,Maharashtra,Mumbai,400076,19.1196773,72.9050809,"Gynecologist, Obstetrics",20
"19/A, Opposite Iit Main Gate, Powai, Mumbai",Powai Polyclinic and Hospital,Maharashtra,Mumbai,400076,19.1254172,72.9170023,"General Physician,Pediatricians",0
"Gala No-11, Tunga Gaon, Prem Nagar,Saki Vihar Road",Saveshwari Hospital and Icu Multispeciality Family Healthcare,Maharashtra,Mumbai,400076,61.505723,9.7841956,"Orthopaedic,Paediatricians,Neurologist",2
"1St Floor, Paradise,Jain Mandir Road, I.I.T Market, Powai, Mumbai",Sri Sai Eye Care Centre,Maharashtra,Mumbai,400076,19.1196773,72.9050809,General Physician,0
"2,3,Gautam Bldg., Tilak Road, Ghatkopar (E)",Aakar Ivf-Icsi Centre,Maharashtra,Mumbai,400077,19.0792247,72.9057813,Gynecology/Obstetrics,10
"Jayant Arcade, Ist Floor, 140-142, M.G. Road, Ghatkopar(E)",Advanced Orthopaedic and Super Speciality Center,Maharashtra,Mumbai,400077,19.0796375,72.9070116,General Pediatrics,50
"27-D, Navnit Nagar, Gandhi Mkt. Bldg, M.G.Road, Ghatkopar (E),",Ami Drashti Eye Care Centre,Maharashtra,Mumbai,400077,19.0796375,72.9070116,General Physician,5
"145, 60 Ft. Road, Opposite Uti Bank, Ghatkopar (E), Mumbai",Asha Polyclinic and Sheetal Nursing Home,Maharashtra,Mumbai,400077,19.0796375,72.9070116,"Gynecology/Obstetrics,General Physician",4
"1, Vivek - 67, Tilak Road, Ghatkopar (E), Mumbai",Ashirwad Heart Hospital,Maharashtra,Mumbai,400077,19.0762268,72.9055233,"Orthopaedics,Neurologist,Cardiologist,Urologist",149
"Ambika Darshan, M. G. Road, Ghatkopar (E), Ghatkopar (E)","Ashwini Maternity and Surgical Hospital,Ghatkopar(E)",Maharashtra,Mumbai,400077,19.0940687,72.9000241,Multi-Speciality,149
"Jayant Arcade,4Th Floor, Rajawadi,M.G.Road,Ghatkopar(E)",Bakul Parekh Children's Hospital,Maharashtra,Mumbai,400077,19.0791965,72.9037124,General Physician,12
"Samaj Bhavan, 5Th Floor, Joshi Lane, M G Road, Ghatkopar",Cg Eye Foundaton and Shree Ghatkopar Brahman Samaj,Maharashtra,Mumbai,400077,19.07907,72.907976,Orthopaedic,10
"Bhaveshwar Market, 2Nd Floor, M.G. Road Next To Gandhi Market, Ghatkopar (E)",Dewang Nursing Home Pvt. Ltd.,Maharashtra,Mumbai,400077,19.0796375,72.9070116,"Dermatologist, Pediatrics, Cardiologist, Gynaecologist, Dentistry",35
"198/1, Garodia Palace, Garodia Nagar, 90 Feet Road, Ghatkopar (E),",Dr Mehta Nursing Home,Maharashtra,Mumbai,400077,19.0757557,72.9081922,"Orthopaedic,Coronavirus",130
"Vallabh Vihar, Above Idbi Bank, M G Road, Ghatkopar (E)",Dr Walavalkars Nursing Home,Maharashtra,Mumbai,400077,19.0796375,72.9070116,"cardiologist, dermatologist, obstetrics, ophthalmologist, pediatrics, neurologist, rheumatologist",110
"206, Gayatri Dham, Jn. Of M.G Road, & Derasar Lane Ghatkopar (East)",Dr. Dipak Desai's Ear Nose And Throat Hospital,Maharashtra,Mumbai,400077,19.0820978,72.9067817,"Pediatrics, Gynaecologist,Maternity,Gastroenterologist",30
"Neelkanth Market, M.G.Road, Ghatkopar (E), Mumbai",Dr. Prakash Doshis Fracture and Orthopaedic Nursing Home - Ghatkopar,Maharashtra,Mumbai,400077,19.0796375,72.9070116,"General Physician, Paediatricians,Maternity,Dengue, Vaccination, Fever",4
Vallabh Vihar Next To One Up Stores M G Road Ghatkopar E,Dr. Walawalkars Nursing Home,Maharashtra,Mumbai,400077,19.0796375,72.9070116,"Cardiologists , Echocardiologists,Bone Fracture, Paediatrics, Urologist",13
Tilak Road Ghatkopar Mumbai--,Dr.Amrish Mehta Diagnostic Centre,Maharashtra,Mumbai,400077,19.0792247,72.9057813,"Breast Ultrasound, Bone Mineral Density,Abdominal Ultrasound,Diagnostic Ultrasound",5
"1, 2 3 Gautam Building , Opposite Balaji Temple , Tilak Road , Ghatkopar ( East )",Dr.Trivedi's Maternity and Nursing Home,Maharashtra,Mumbai,400077,19.0792247,72.9057813,"Dental,Maternity, neurologist, Bone Fracture,Urologist",8
"501,Vishal Above Subhiksha,Jtn.Of, Hingwala Lane & 60 Ft Rd,Ghatkopar(E), Mumbai,",Excel Ent Hospital,Maharashtra,Mumbai,400077,19.0796375,72.9070116,Obstetrician,12
18-A Happy Home 1St Floor Opp Achija & Guru Kurupa Hotel Ghatkopar (E),Hiren Mehta Eye Care Centre,Maharashtra,Mumbai,400077,19.0796375,72.9070116,"Nephrologist, Dialysis center",10
"18,Shree Sati Niwas, 178, Garodia Nagar, 90 Feet Road, Ghatkopar (E), Mumbai",Jack-N-Jill Nursing Hoe - Ghatkopar -Mumbai,Maharashtra,Mumbai,400077,19.0757557,72.9081922,Paediatrician,35
"301, Sapphire Arcade, Above Sejal Jewellery, M.G. Road, Nr. Rajawadi Signal, Ghatkopar(E),",Jain Eye Clinic,Maharashtra,Mumbai,400077,19.0796375,72.9070116,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",130
"Ist Floor, Kiran Niketan,Next To Bhatia Wadi, Tilak Road, Ghatkopar East,",Kamdar Nursing Home and Polyclinic Pvt. Ltd.,Maharashtra,Mumbai,400077,19.0792247,72.9057813,Gynaecologist & Obstetrician,110
"2Nd Floor, Punit Plaza, Rajawadi",L V Prasad Eye Institute Collaborating Center,Maharashtra,Mumbai,400077,19.0791764,72.9018877,Ophthalmologist,30
"201, Madhav Appartments Jawahar Road, Opp Station Ghatkopar - East Mumbai",Lotus Ent Hospital,Maharashtra,Mumbai,400077,19.0796375,72.9070116,Cardiologist,4
"16/178, Shree Sati Niwas, 90 Ft. Rd. Garodia Nagar, Ghatkopar (E)",Malati Maternity Hospital,Maharashtra,Mumbai,400077,19.0751377,72.9091436,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",13
M3 Hospital Bldg Sector-19 Vashi Navi Mumbai,Mandakini Ctscan Centre,Maharashtra,Mumbai,400077,19.0813907,73.0004906,Obstetrician,5
"16, Shree Sati Niwas 178, Garodia Nagar Ghotkopar Bombay",Mansu Maternity Home,Maharashtra,Mumbai,400077,19.0759837,72.8776559,"Nephrologist, Dialysis center",8
"2,Gautam Building,100 Tilak Road, Opposite Balaji Temple, Ghatkopar (E), Mumbai",National Inst. Of Endoscopic Surgery,Maharashtra,Mumbai,400077,19.0796375,72.9070116,Paediatrician,12
"Chandrika Bldg., Ground Floor, R.B.Mehta Rd, Ghatkopar(E), Mumbai",Nayan Eye Centre,Maharashtra,Mumbai,400077,19.0770917,72.9080971,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",10
"Khokhani Lane, Opposite Ghatkopar Rly. Station, Ghatkopar",Parakh Hospital And Research Centre - Ghatkopar,Maharashtra,Mumbai,400077,19.07907,72.907976,Gynaecologist & Obstetrician,35
"301, Madhav Apts., Avove Samrat Hotel, Opposite Railway Station, Ghatkopar (E)",Parekh Eye Clinic and Child Clinic,Maharashtra,Mumbai,400077,19.0796375,72.9070116,Ophthalmologist,130
Kiran Niketan Kamdar Nursing Home Comp Tilak Road Ghatkopar,Sanghavi Laboratory,Maharashtra,Mumbai,400077,19.0792247,72.9057813,Cardiologist,110
"C-9, 2Nd Floor, Satyam Shopping Centre, M.G. Road,",Saraswati Eye Hospital,Maharashtra,Mumbai,400077,22.3017014,73.2066838,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",30
"365, Swastik Park, Chembur, Mumbai",Sushrut Hospital and Research Center,Maharashtra,Mumbai,400077,19.0552812,72.8892082,Obstetrician,4
"C-5, Satyam Shopping Centre, 1St Flr, M.G. Road, Ghatkopar (E), Mumbai",Tara Neo Surg Hospital,Maharashtra,Mumbai,400077,19.0796375,72.9070116,"Nephrologist, Dialysis center",13
"201,Punit Plaza, Second Floor Next To Rajawadi Post Office , Rajawadi , Ghatkopar ( East )",The Eye Super Specialities,Maharashtra,Mumbai,400077,19.0796375,72.9070116,Paediatrician,5
Ghatkopar(E),Vatsal Nicu and Childrens Hospital,Maharashtra,Mumbai,400077,19.0796375,72.9070116,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",8
"Mahadeo Appt., Off. Jangal Mangal Rd, Behind Abhyudaya Bank, Bhandup (W)",Amruta Maternity and Surgical Nursing Home,Maharashtra,Mumbai,400078,19.1509879,72.9315251,Gynaecologist & Obstetrician,5
"C/6 N C/2, New Ushanagar Co Op Hos Society, Village Road, Bhandup (W)",Diamond Maternity and General Hospital,Maharashtra,Mumbai,400078,19.1515624,72.9435765,Ophthalmologist,8
"1St Floor, Ramkrishna Bldg, Gadhav Naka, Bhandup (W) Mumbai",Dr Bothra's Hospital,Maharashtra,Mumbai,400078,19.1509879,72.9315251,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",130
"Plot No R 831, Ttc Midc, Thane Belapur Road, Rabale, Navi Mumbai",Dr Mahajan Hospital and Industrial Trauma Center,Maharashtra,Mumbai,400078,19.1425582,73.0120312,Gynaecologist & Obstetrician,110
"210, R R Realty, Tank Road, Lbs Marg Junction Opposite Dreamas Mall, Bhandup(West)",Dr Patanis Eye Clinic,Maharashtra,Mumbai,400078,19.1509879,72.9315251,Ophthalmologist,30
"1St Floor, Arunoday Tower, Sps Marg, Kokan Nagar, Bhandup (West), Mumbai",Dr. Bhatias Ruby Hospital - Bhandup - Mumbai,Maharashtra,Mumbai,400078,19.1462082,72.9272317,Cardiologist,4
"Prince Vaibhav, Subhash Nagar, Opposite Ceat Tyre, Bhandup (W), Mumbai",Dr. Kolhes Eye Clinic - Bhandup,Maharashtra,Mumbai,400078,19.1509879,72.9315251,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",13
"Gr.Floor,Gautam Dham Society, Opposite Gama House, Bhandup (W), Mumbai",Dr. Malwankar's Romeen Nursing Home,Maharashtra,Mumbai,400078,19.1509879,72.9315251,Obstetrician,5
"100 A Rr Realty, Lbs Marg, Bhandup (W)",Dr. Thakurs Ear Nose Throat Clinic And Hospital - Bhandup (W) Mumbai,Maharashtra,Mumbai,400078,19.1470738,72.9389442,"Nephrologist, Dialysis center",8
"Lal Bhahadur Shastri Marg,Bhandup ( West),Mumbai",Dr.Badwaiks Maternity and General Hospital,Maharashtra,Mumbai,400078,19.1424376,72.9327673,Paediatrician,12
"Ist Floor,Ramkrishna Apt. Gadhavnaka,T.P Road,Bhandup(West)",Dr.Bothras Hospital,Maharashtra,Mumbai,400078,19.1509879,72.9315251,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",10
"1St Floor,Kailas Complex, L.B.S.Marg,Bhandup.",Eye and I Dr.Kolhe's Eye Clinic,Maharashtra,Mumbai,400078,19.1462749,72.9353872,Gynaecologist & Obstetrician,35
"Arunoday Tower, C Wing, Ground Floor, Opp Kokan Nagar Bus Stop, Bhandup (W) Opp Kokan Nagar Bus Stop, Bhandup (W)",Gaurav Maternity and Surgical Hospital,Maharashtra,Mumbai,400078,19.1509879,72.9315251,Ophthalmologist,130
"1St Floor, Kailas Complex L.B.S. Marg,",I and Eye Dr Kolhes Eye Clinic,Maharashtra,Mumbai,400078,19.1462749,72.9353872,Cardiologist,110
"Shrenik Hospital, Dina Patil Estate, Station Road, Bhandup (W), Mumbai",J. K. Child Health Care and Nicu,Maharashtra,Mumbai,400078,19.144698,72.9368292,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",30
"Neha Apts, L.B.S Marg, Bhandup (W), Mumbai,",Krishna Nursing Home,Maharashtra,Mumbai,400078,19.1507653,72.9372688,Obstetrician,4
"S.No.1,2,3,Sathyam Apartment,Dutta Mandhir Road,Village Road,Bhandup(W).",Lotus Multispeciality Hospital,Maharashtra,Mumbai,400078,19.1531246,72.9411365,"Nephrologist, Dialysis center",13
"10/ A & B, Miniland,Tank Road,Nr.Shivaji Talao, Bhandup(W) Mumbai",M.S.Maternity and General Hospital,Maharashtra,Mumbai,400078,19.1474511,72.9299079,Paediatrician,5
"Sharda Appt.-B, Ashok Kedare Chowk, Bhandup (W), Mumbai",Maauli Hospital,Maharashtra,Mumbai,400078,19.1509879,72.9315251,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",130
"Mini Apartments, Opp Sarvodaya Nagar, Jungle Mangle Road, Bhandup(W), Mumbai",Madhu Polyclinic and Nursing Home,Maharashtra,Mumbai,400078,19.1509879,72.9315251,Gynaecologist & Obstetrician,110
"Chetna Appartment, J. M. Road, Bhandup (W), Mumbai",Mahek Nursing Home,Maharashtra,Mumbai,400078,19.1493933,72.9326121,Ophthalmologist,30
"Neha Annexe, Khot Road, Bhandup (W), Mumbai-",Nadkarni Eye Care Centres,Maharashtra,Mumbai,400078,19.1505614,72.936863,Cardiologist,4
"Shop No.9, Arunoday Tower, S.P.S. Road, Bhandup (W), Mumbai",Netramani Chikitsalay,Maharashtra,Mumbai,400078,19.1509879,72.9315251,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",13
"101/A, Neha Appt., L.B.S.Marg, Bhandup (W), Mumbai,",Omkar Hospital,Maharashtra,Mumbai,400078,19.1507653,72.9372688,Obstetrician,5
"Shiv Sagar Complex, Plot No. B, 'A' Wing Off. T.P. Road, Bhandup (W), Mumbai",Rathod Nursing Home and Iccu,Maharashtra,Mumbai,400078,19.1509879,72.9315251,"Nephrologist, Dialysis center",8
"A/102, 1St Floor, Vakratunda Palace, Above Svc Bank Tank Road , Bhandup (West)",Saarthi Hospital,Maharashtra,Mumbai,400078,19.1468364,72.9337875,Paediatrician,12
"1St Floor, Neha Annexe, Khot Road, Near Madhuban Garden, Bhandup (W)",Sanjeevan Nursing Home and Iccu,Maharashtra,Mumbai,400078,19.1509879,72.9315251,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",10
Bhandup Mumbai,Sankeshi Bharat,Maharashtra,Mumbai,400078,19.1509879,72.9315251,Gynaecologist & Obstetrician,35
"23-C, Miniland, Shivaji Talao, Tank Road, Bhandup (W), Mumbai",Sas Health Care Pvt. Limited,Maharashtra,Mumbai,400078,19.147626,72.9294528,Ophthalmologist,130
"8-B, Miniland, Shivaji Talav Road, Bhandup (West)",Saubhagya Hospital,Maharashtra,Mumbai,400078,19.1509879,72.9315251,Cardiologist,110
"12 A, Miniland, Tank Road, Bhandup ( West )",Setty's Endoscopic Surgical Centre,Maharashtra,Mumbai,400078,19.1473592,72.9318038,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",30
"A 101/102/103 Arunoday Tower, Kokan Nagar, J M Road, Bhandup - West Mumbai",Shah Children Hospital And Newborn Care Centre,Maharashtra,Mumbai,400078,19.1509879,72.9315251,Obstetrician,4
Bhandup Mumbai-,Shanti Maternity Clinic,Maharashtra,Mumbai,400078,19.1509879,72.9315251,"Nephrologist, Dialysis center",13
"14-A Miniland Tank Road,Shivaji Talau,Bhandup (W).",Shri Bal Chikitsalaya,Maharashtra,Mumbai,400078,19.1509879,72.9315251,Paediatrician,5
7/6R.R. Point Grount Floor Off Lbs Marg Opp Dreams Mall Bhandup (W),Sulochan Eye,Maharashtra,Mumbai,400078,19.1509879,72.9315251,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",130
"A- Kumar Apartments, Behind St.Joseph School,Vikhroli(W), Mumbai",Samarth Hospital,Maharashtra,Mumbai,400079,19.1067711,72.9225416,Gynaecologist & Obstetrician,110
"100,Konark Darshan, Zaver Road, Next To Jain Temple, Mulund (W),Mumbai",Abhinav Kidney Dialysis And Health Centre - Mulund,Maharashtra,Mumbai,400080,19.1725542,72.942537,Ophthalmologist,30
"Alhad 185-R, P.K. Road, Opposite Sports Complex, Mulund (W)",Aditi Hospital Accident Fracture and Surgical Clinic,Maharashtra,Mumbai,400080,19.1725542,72.942537,Cardiologist,4
"101 / 102, Manisha Heights,Balrajeshwar Road,",Anmmol Orthovision,Maharashtra,Mumbai,400080,19.186169,72.9469977,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",13
"J Nehru Road, Mulund (W)",Aparna Hospital,Maharashtra,Mumbai,400080,19.0959087,72.8553466,Obstetrician,5
Mulund Mumbai,Apex Kidney Care (Dialysisnetworks),Maharashtra,Mumbai,400080,19.1725542,72.942537,"Nephrologist, Dialysis center",8
"1St Floor, Ambe Maiya Apartments",Arogya Health Care,Maharashtra,Mumbai,400080,19.1791186,72.9498535,Paediatrician,12
1St Floor Jalaram Ashish Devidayal Road Mulund W Mumbai-,Ashirwad Critical Care Unit,Maharashtra,Mumbai,400080,19.1758053,72.9476017,Obstetrician,20
"P. K. Road, (Annexe), Lalan Building, 1St Floor Mulund (W), Mumbai",Ashwini Hospital and I. C. C. U.,Maharashtra,Mumbai,400080,19.1725542,72.942537,"Nephrologist, Dialysis center",17
"117-O, Hallmark, Vasant Oscar, Opp- Greenworld, Near Nirmal Life Style, Mulund",Cancer Care,Maharashtra,Mumbai,400080,19.1565109,72.9637728,Paediatrician,30
Navinjyot Bldg Rrt Road Mulund - West Mumbai,Chetna Critical Care Unit,Maharashtra,Mumbai,400080,19.1745575,72.9526923,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",101
"10,Lavkush, M.G.Road, Near Panch Rasta, Mulund (W), Mumbai",Daxini Heart Centre,Maharashtra,Mumbai,400080,19.1761159,72.9517295,Gynaecologist & Obstetrician,20
Mulund Mumbai--,Devkunj Charitablr Trust Matushri Mankbai Nagji Sa,Maharashtra,Mumbai,400080,19.1725542,72.942537,Ophthalmologist,7
"9, Laukush, M G Road, Panchrasta, Mulund (West)",Dr Shettys E N T Hospital,Maharashtra,Mumbai,400080,19.1725542,72.942537,Cardiologist,11
"Gala Manor, 1St Flr Near Dhanvantari Hosiptal Above Silver Hardware N.S.Rd Mulund(W) Mumbai",Dr. Khona E N T Hospital,Maharashtra,Mumbai,400080,19.1725542,72.942537,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",33
"Jalaram Ashish, Ist Floor Devidayal Road Mulund(W)",Dr. Mukhis Raj Hospital,Maharashtra,Mumbai,400080,19.1758053,72.9476017,Gynaecologist & Obstetrician,26
"Omkarlal Building, Opposite Rly Station, S V P Road, Mulund (West),",Dr. R.J. Ganatra's Nursing Home,Maharashtra,Mumbai,400080,19.2375183,72.8548501,"General Physician, Gastroenterologist, Oncologist, Endoscopist",43
"A/203, Heritage Holy, J.N.Road, Ambika Nagar, Next To Apna Bazar,Mulund (West),",Dr. Simandhars Eye Care Centre,Maharashtra,Mumbai,400080,19.1725542,72.942537,"Gynaecologist & Obstetrician, Urologist",19
"A-10,Apurva Apt.,Govardhan Nagar,L.B.S.Marg,Mulund(W)",Dr.Redkar's Maternity and Nursing Home,Maharashtra,Mumbai,400080,19.1822352,72.9468948,General Physician,6
"1St Floor, Shri Siddhi Plaza, Above Hast Kala Showroom, R.R.T. Road, Mulund",Drishti Eye Care Centre,Maharashtra,Mumbai,400080,19.1734608,72.9535574,"Gynaecologist & Obstetrician, ENT",24
"1St Floor, Heritage Holy J N Road Mulund - West Mumbai",Holy Trinity Hospital,Maharashtra,Mumbai,400080,19.1674543,72.9512289,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatrician, Ophthalmologist, Cardiologist, Oncologist
",41
"M.G. Road, Opposite Dena Bank, Mulund (W), Mumbai,",Indira Nursing Home,Maharashtra,Mumbai,400080,19.1725542,72.942537,"ENT, General Physician, Orthopaedic, Paediatricians, Neurologist, Cardiologist, Urologist, Diabetologist, Nephrologist,Coronavirus Testing Centres,Dialysis Centre, Cancer, Oncologist, Endocrinologist, Paediatric Neurologist, Paediatric, Joint Replacement, Paediatric Cardiologist",521
Gor Apartments Mahatma Gandhi Road Mulund (W),Jas-Raj Hospital,Maharashtra,Mumbai,400080,19.1753538,72.9528652,Maternity,15
"A-10, Apurva Apts. Govardhan Nagar, Lbs Marg, Mulund (W), Mumbai",Joshi Surgical Hospital,Maharashtra,Mumbai,400080,19.1822352,72.9468948,"General Physician, Gynaecologist & Obstetrician, Neurologist, Cardiologist, Thyroid, Tonsillitis, ENT, Migraine, Arthritis, Osteoarthritis, Cancer",76
"Sheetal Chayya Premises Co-Op Society, Jawaharlal Nehru Road, Mulund West",Lakshmi Nursing Home,Maharashtra,Mumbai,400080,19.1672624,72.9506072,"Paediatricians, Maternity",27
"Laxmi Niwas, N.S. Road, Near Syndicate Bank, Mulund, Mumbai,",Lav-Kush Nursing Home,Maharashtra,Mumbai,400080,19.1565109,72.9637728,"General Physician, Orthopaedic",16
"12/13/14, 1St Floor, Manisha Heights, Balrajeshwar Road, Near Vaishali Nagar Bus Stop, Mulund(W)",Mahavir Orthopaedic and General Hospital - Mulund (W),Maharashtra,Mumbai,400080,19.1725542,72.942537,"Gynaecologist & Obstetrician, Maternity, Gynecological Cancer",45
"Raj-Sneha, Opposite Rationing Office, Tambe Nagar, S N Road, Mulund (W)",Mehera Ambe Nursing Home,Maharashtra,Mumbai,400080,19.1725542,72.942537,Dentist,3
"Dt Gor`S Apt, 1St Floor, M G Rd, Mukund West, Mumbai",Mission Nephro-Uro Pvt Ltd,Maharashtra,Mumbai,400080,19.1753134,72.9532236,Ophthalmologist,6
"A-7, 1St Floor, Alps Heights, Dr. R.P.Road,Opposite396, Bus Stop, Near Railway Station, Mulund ( West )",Nav Drishti Netralaya,Maharashtra,Mumbai,400080,19.1725542,72.942537,"Orthopedist, Physiotherapist, ENT",5
"206, Jai Commercial Complex, At The Junction Of M. G. Road And S. L. Road, Opposite Hotel Gurukrupa, Mulund (West)",Netra Jyot Eye Care Centre,Maharashtra,Mumbai,400080,19.2040597,72.9691583,"ENT, Otorhinolaryngologist",5
"104, Patils Heritage, Sarojini, Naidu Road,Tambe Nagar, Mulund(W), Mumbai",Orthocare and Ria Nursing Home,Maharashtra,Mumbai,400080,19.1793036,72.9563451,Maternity,5
"A - 11,Apurva Apartment,Above Cosmos Bank, L.B.S.Marg,Mulund (West)",Padmashree Nursing Home (Mulund),Maharashtra,Mumbai,400080,19.1747331,72.9419373,Maternity,7
"Shreeram Apt, 1St Floor, Jn Road, Mulund West, Mumbai",Pooja Nursing Home Pvt. Ltd.,Maharashtra,Mumbai,400080,19.1672312,72.9504364,Ophthalmologist,12
"Yogeshwer Dham, 1St Floor, Above Andhra Bank M G Road, Nr.Panch Rasta Mulund (W)",Prasad Surgical and Children Nursing Home,Maharashtra,Mumbai,400080,19.1761159,72.9517295,Gynaecologist & Obstetrician,28
"1St Floor, Ambe Maiya Apts, R P Road, Next To Gyan Sarita School Mulund(W) Mumbai",Prasanna Aarogya Health Care,Maharashtra,Mumbai,400080,19.1725542,72.942537,"Urology, Gynaecologist & Obstetrician, Gastroenterology, Dermatolist, Diabetologist",23
Jalaram Ashish (B And C) 1 St Floor Devidal Road Mulund (W),Raj Hospital Mumbai,Maharashtra,Mumbai,400080,19.1725542,72.942537,"Dentist, Neurologist, Cardiac, Orthodontist",21
"Navin Jyot Building, R.R.T.Road, Mulund (West)",Rpm Aarogya Hospital Private Limited (Chetna Critical Care Unit and Spt Hosp),Maharashtra,Mumbai,400080,19.1734608,72.9535574,"General Physician, Ophthalmologist",12
"Jamuna Sadan, 1St Floor, M. G. Road, Near Paanch Rasta, Above Jairam Oil Depo, Mulund (W), Mumbai",Saarthi Health Care,Maharashtra,Mumbai,400080,19.1725542,72.942537,Gynaecologist & Obstetrician,14
"Gr Floor,Vikas Apts Near Kalpol Bank, N S Road Mulund (W) Mumbai",Sanjay Eye Clinic,Maharashtra,Mumbai,400080,19.1725542,72.942537,"General Physician, Orthopaedic",8
"Jamuna Sadan,1St. Floor M.G.Road Mulund West",Sarthi Health Care,Maharashtra,Mumbai,400080,19.1725542,72.942537,Ophthalmologist,6
"1St Floor, Kailash Darshan Dr Ambedkar Road , Mulund (W)",Shettys Endoscopic Surgical Center,Maharashtra,Mumbai,400080,19.1721433,72.9504824,Orthopaedic,6
"1St Flr, B Wing Hallmark Commercial Complex Vasant Oscar Layout Near Duncan Co, Mulud Mumbai",Shivaani Mother and Child Care Hospital,Maharashtra,Mumbai,400080,19.0759837,72.8776559,ENT,6
